trial_index,20,21,22,23,40,41,42,43,y,day
16,0.4495694051006721,0.3978297713909228,0.266882755197946,0.612058780405352,0.3403437969295516,0.2754962468418333,0.24090714589504864,0.6257544073457094,0,0
17,0.45260967973942645,0.39525626845586787,0.26648265575398095,0.614680745757309,0.3500035323608354,0.28347488030936496,0.2467720853622466,0.6281193385449613,0,0
18,0.45379962302012544,0.39550147191296625,0.2636422126443276,0.6138865743066744,0.3516380906785402,0.28355607017898254,0.24507524037721418,0.6210815712437625,0,0
19,0.4539000183641642,0.39445122382592096,0.26289665788910477,0.6141611757018376,0.3508324691993902,0.2841676029340441,0.24258118721993818,0.62139794136864,0,0
20,0.4532703215413393,0.39253804765432415,0.2623389784338437,0.6196815993894864,0.3522063781727133,0.28372200944476067,0.24182217873100106,0.6242442495866796,0,0
21,0.4460737012778182,0.38900584986344255,0.26200761535097733,0.6192997324325169,0.3500008846204109,0.28393855615336244,0.24099500481950642,0.6145483664906646,0,0
22,0.4450863443571994,0.38835294297215667,0.2605241753648256,0.628222581498377,0.3482411226932701,0.28390875321769055,0.24039228555048175,0.6172008712424228,0,0
23,0.4456536370714172,0.38521075089009554,0.25989676877438306,0.6374702405835192,0.3428342471797815,0.28139322577525183,0.2379916217051293,0.6157362586836121,0,0
24,0.44841009011302324,0.3799741253893071,0.2590926611259507,0.6428210418231517,0.34415415814133204,0.28105512052611037,0.23750614132613682,0.6022004322975186,0,0
25,0.4510174369458449,0.37852811335482756,0.257905885565177,0.6404851630156226,0.34491544636957383,0.2831163624735412,0.2344534525662161,0.6030723160129448,0,0
26,0.45349517548167234,0.37671728040840274,0.2578770214404526,0.64167325127993,0.34484199631337825,0.2805972774494443,0.2329071888108129,0.6072868794979719,0,0
27,0.452706630041616,0.3749763717630285,0.2546917502591462,0.6418558303287852,0.34616262972449724,0.2819705643325384,0.23391929041548687,0.611371230148056,0,0
28,0.4449796286420987,0.3726146387018612,0.2546294509664486,0.6474846941134793,0.34967118344822995,0.2812676801574863,0.23360987277017384,0.6146802135014988,0,0
29,0.4468112247912277,0.3711650146863039,0.25534504413479725,0.6524969542228585,0.34918619097048254,0.2823326241777875,0.23400250448486126,0.6150005448048058,0,0
30,0.4483378638062354,0.37006504320119665,0.25496414964948905,0.6528137213239568,0.35307594775525686,0.28000310206654777,0.2336059970791859,0.6125345595762358,0,0
31,0.44769682682377854,0.3658369372344866,0.2557745013523382,0.6447331399068341,0.35051240609146067,0.2788437698745857,0.23191337027911932,0.6056863764466109,0,0
32,0.44724586921746434,0.36434320677913135,0.25577101866953666,0.6477095297147996,0.3511139483285087,0.27861571113843964,0.23289235131069183,0.6048606281386781,0,0
33,0.4469296296548328,0.3586374606781329,0.25514600772580265,0.6433520538106039,0.3488262279247557,0.27976002106749287,0.23137612488416515,0.5934071057018845,0,0
34,0.44099715246008886,0.35634963630186833,0.25439365283837695,0.6415903263503886,0.34997381613318584,0.27662987562391345,0.2297449397581846,0.5918803270793187,0,0
35,0.4381390440377945,0.3536641893831375,0.2531920937591207,0.6526838833103192,0.3525242772938658,0.27474298395668145,0.22865861317383718,0.5976146121930526,0,0
36,0.4390046969756824,0.35297154262994446,0.2517696134962895,0.6644637584804406,0.3523982059829361,0.27379492159213487,0.22890445487944078,0.5932768478233932,0,0
37,0.4401733820783176,0.3528431141909333,0.25203804225665116,0.6615346005447096,0.35495107843600604,0.2743113413188403,0.22706287305343603,0.5887754780828675,0,0
38,0.43781198259118215,0.34954608388869657,0.2522965992434092,0.6548549052415386,0.3511935769620761,0.27436159563848916,0.22733183474062793,0.5816100674399051,0,0
39,0.42989250357854913,0.3507183277039088,0.25026336281960454,0.6550781916444934,0.3484937178141875,0.273901467395732,0.2267917197050224,0.5749061942582891,0,0
40,0.43175954146387524,0.35101585536430313,0.24667121548007326,0.6573842112402136,0.347227361435018,0.2742523961278801,0.2264551359751172,0.5674934246837922,0,0
41,0.4244754753815366,0.3450565964718799,0.2449943371827496,0.6410438886124663,0.34613727560870566,0.27416221310702626,0.22509337533334192,0.5596722795264764,0,0
42,0.43002462220128423,0.34088307459056116,0.24385954065295953,0.6352186281540593,0.3453874926976286,0.27500010646047024,0.2247711118881317,0.5503955663508106,0,0
43,0.4327032044112812,0.3435735827664051,0.24338784495004945,0.6424504522858664,0.3418705581226997,0.2744458335457203,0.2251895928182229,0.5550085290532898,0,0
44,0.43258475408355557,0.34253039744134195,0.24465265789135382,0.6376765399331198,0.33595232495191374,0.27394346084172494,0.22278169157247998,0.5451726475654126,0,0
45,0.43293862290696455,0.3423130934933613,0.2440384957860818,0.6386566742263687,0.34017892681796374,0.27382486572217707,0.22183598902605695,0.5515606785189254,0,0
46,0.43708984173335075,0.3404737696381691,0.2414334887865555,0.6460118418265138,0.3434283899474343,0.27404133322349244,0.22218607439318028,0.5536231848039527,0,0
47,0.4364920122810573,0.3417050311469041,0.2395340411944379,0.6435680458291192,0.34730256189403763,0.27317192736759377,0.22179022399150872,0.5537667813811025,0,0
48,0.4371614881369685,0.3400898661582058,0.2393549229944736,0.6367137677998925,0.3422912800211284,0.2697344820937857,0.2200707781357281,0.5506339491391045,0,0
49,0.4354968589564332,0.338022154990094,0.23636421919551873,0.6402776028420388,0.34283871507579433,0.26782270256118484,0.2202357651919324,0.5519706695963944,0,0
50,0.43102209080098464,0.3337098098226913,0.2333619263295101,0.6431981552823826,0.34436488694905154,0.27035837849239486,0.21835516588508777,0.5516410423896743,0,0
51,0.4307190488586162,0.3304427498836891,0.231201217193873,0.6299048245985903,0.34708410997798655,0.2708270391073773,0.21754356695090377,0.5466998898528364,0,0
52,0.42766948523675,0.3324387143332801,0.231816191170352,0.635904565803777,0.34869345994207007,0.2713702384441945,0.21717113501178653,0.5415664762471122,0,0
53,0.43089125262108174,0.33293833285613106,0.22988795655242572,0.6472413836524719,0.34847728964694186,0.27438999444909856,0.214451424991832,0.5419533645171766,0,0
54,0.4270077419734616,0.3241261212940683,0.2280983230836944,0.6450648407956627,0.3513002272862373,0.2731204954283934,0.21370299295723297,0.535905834763553,0,0
55,0.4257202312693787,0.3232345582213814,0.2293091999106834,0.6430093287160048,0.3505106901909397,0.273221907541951,0.21234866098271074,0.5402479251883013,0,0
56,0.42535041556375897,0.3226561740975401,0.2278465603099865,0.6344306030421698,0.35233317474058085,0.27252091013240876,0.21178633488579973,0.537490149400656,0,0
57,0.43475608131988475,0.3252099529632507,0.22747937467523813,0.6438282232566767,0.357820274106159,0.2726137649387611,0.21192198719941976,0.540690840443312,0,0
58,0.432064526288951,0.324332221812165,0.22640322482848443,0.6322464226826038,0.3472413804234064,0.27243920877709155,0.21121416236071455,0.5341399728063245,0,0
59,0.4380324185726864,0.32205853512753474,0.2261739390220936,0.6413563266326223,0.35153095487435715,0.2713321009590357,0.21005062550550696,0.5366619461636057,0,0
60,0.4352948617741769,0.32486213684051196,0.22571077142169357,0.6428202403034009,0.3540497502737443,0.2737895027031556,0.20938942277832878,0.5300313575837436,0,0
61,0.438737569447491,0.32567733565872625,0.22837381336475507,0.6308804678121742,0.34964469782130325,0.2750637288864934,0.20943406375892507,0.5190488369738644,0,0
62,0.43571337364495993,0.32454217333783514,0.22663321184560206,0.627077108640307,0.3486585673210838,0.27577288037796377,0.20897732588586762,0.5132975755964612,0,0
63,0.429923079671353,0.32440688780443416,0.22825937891328085,0.6309301386573605,0.346341049517109,0.2764638050910332,0.20888787120976862,0.5121912213698485,0,0
64,0.43551569364724446,0.320737394602344,0.22825151487516201,0.6403215172965611,0.34402874696336005,0.2764252651892884,0.20871479691167039,0.5118246110477076,0,0
65,0.4364704003647275,0.321826834885143,0.2281352823116158,0.6469710979818777,0.3466288619512878,0.2783944387167499,0.20891509565566746,0.5112784521116561,0,0
66,0.4319909490783749,0.3199133738431168,0.22749395140606446,0.645221485222501,0.3477710709174369,0.2787977909593448,0.2082185786352669,0.5053086682539077,0,0
67,0.432532591772069,0.3203610199319778,0.2263679489401792,0.6468903225402874,0.34565207097954237,0.27841244759064154,0.20604983281897543,0.49576931885593173,0,0
68,0.4303825287957904,0.32111254527304284,0.22446578438412307,0.636614317582552,0.34858087927212184,0.2788083813976452,0.20627954487833094,0.4916625824488527,0,0
69,0.4285446538916847,0.3233218088142069,0.22386765610555975,0.6364330449880704,0.3489534521305284,0.2785115197880878,0.20561423805955872,0.48644718608832643,0,0
70,0.4309032616672721,0.3206128533759551,0.2232782405161543,0.6354445526074693,0.3517970506298643,0.27828499312134086,0.20480766860931723,0.4916559509411417,0,0
71,0.4253734827654673,0.3202403600515624,0.2217904672704721,0.6330319585400005,0.3542328837123355,0.27614598950728997,0.20350674968638957,0.488144926626832,0,0
72,0.4329446066286599,0.32028441851075434,0.22235231545314116,0.6377695754145742,0.36024195041226215,0.27684037609535345,0.20352810279132713,0.47878878801146973,0,0
73,0.4323359341240013,0.3149663230996456,0.22199165415493277,0.6212214482000372,0.35988637212111374,0.27678025803769324,0.2029099939151996,0.4795363800012865,0,0
74,0.4278031760418358,0.31367929847022386,0.22002160118624445,0.6257760012408339,0.3580300393524679,0.2783293340317442,0.2032433227612009,0.47980474217404,0,0
75,0.4237324496000155,0.31225929368911237,0.22020097334346972,0.6285012069674094,0.3575500151195432,0.2777647354688696,0.20073977617640093,0.47995285453976944,0,0
76,0.422702553847608,0.3117541124481774,0.22077441848586335,0.6285309255043536,0.35580120788058683,0.2786681633053668,0.20107915679186988,0.483574700583606,0,0
77,0.4266304993946891,0.30880390745429925,0.2209933148086815,0.618148304220806,0.35735241240152976,0.2811001620461846,0.20166459474559265,0.4821216991395832,0,0
78,0.42808066583252913,0.308914936184405,0.22258494304518062,0.6261478539573113,0.3579098877965574,0.28018811030795976,0.20412136881057724,0.48724043931367494,0,0
79,0.4283241229837709,0.30681058063779376,0.22263372164042375,0.6311743338616198,0.3585876835778282,0.2792357663167935,0.2041426585638166,0.4842913111017584,0,0
80,0.4247496856386091,0.307051730595158,0.22053925126550736,0.6254442096386359,0.35942805436081343,0.27952375005998414,0.20470568946013482,0.47986659531010945,0,0
81,0.4217545146618356,0.30990373414527733,0.2226987872260491,0.6156478645661513,0.358115604099309,0.27990632835832635,0.20462890496669148,0.4847033177914414,0,0
82,0.41978150767100536,0.3122317672367557,0.2214204983473627,0.6189246166330438,0.3619182088447389,0.27768106684261396,0.205718950781267,0.4823769507903718,0,0
83,0.42236323286169775,0.3118909402068225,0.21945859670848683,0.6310276938138104,0.35780984316447384,0.27613700260344765,0.20592203939803547,0.4830262177618342,0,0
84,0.42542969770211914,0.3069501199780575,0.21919310719394175,0.6408897096132022,0.36314178129716346,0.2751671510491755,0.20510899409244274,0.4899008836687725,0,0
85,0.42774019984132305,0.30654870629333086,0.21839827339364326,0.6429996137179593,0.3621440442467236,0.2743147990533522,0.20493112546528788,0.4906546264184244,0,0
86,0.42901972662660504,0.3054788497179464,0.21876646805548894,0.6463830948202093,0.3669740541680258,0.27631095468654016,0.20521706164629763,0.48843398641255187,0,0
87,0.42777505877180744,0.30575846667444495,0.21784506335155396,0.646654054919859,0.36174112664736696,0.27735122957018377,0.20567305153592105,0.4780053884265766,0,0
88,0.4199330392471639,0.3044663381029336,0.2155072096099464,0.6402560340888093,0.36129079697364025,0.2748826261063147,0.2056189202207227,0.47398470289452427,0,0
89,0.4207399351422893,0.3041765778490843,0.21686755399691277,0.6307488041485033,0.3605305936531547,0.2740347930978328,0.204441245366137,0.46684400309789054,0,0
90,0.42195369357744694,0.30533423667542436,0.21543640319133728,0.6343190874654392,0.35342932518161463,0.27073027901218905,0.20444881497086642,0.4622414465362322,0,0
91,0.420527771774296,0.3021007898090988,0.2144620357223016,0.6371012894450849,0.3543306452543039,0.27061392789045624,0.2041068958236001,0.4612801934075412,0,0
92,0.42580638342162647,0.30369187600809167,0.21542701559249364,0.6415188820232475,0.3491642695318662,0.2684304323087916,0.20429667401036375,0.4513218006008207,0,0
93,0.4197644468174511,0.30605698921918034,0.2146451894291449,0.6419932739688186,0.3461422824577025,0.2699413935854533,0.20313229626967963,0.45094660403966813,0,0
94,0.417655229854392,0.30494490435244936,0.21445797734590377,0.635859751248018,0.3436490353879029,0.2703741956554501,0.20289217447779223,0.4469623008647786,0,0
95,0.4148762904201762,0.3054680173983569,0.21584680584506225,0.6352432354734285,0.34157043973296014,0.26960209250401174,0.2034405183409667,0.44526930872287807,0,0
96,0.41324528329179594,0.306703501766002,0.21748558642672935,0.6276815147647357,0.34420088444962965,0.2700739642821169,0.2018269457348036,0.4411672757266497,0,0
97,0.41356669734863855,0.3094012688844389,0.21864560032252547,0.6315856204423941,0.3442495269079669,0.27032763384379244,0.20228003916786655,0.4432291336048328,0,0
98,0.41098799146474024,0.3081849814226181,0.21851369675785318,0.6317584723971944,0.3438960102690592,0.26878015099231195,0.2003945924954813,0.4454198584687184,0,0
99,0.41010902004030214,0.3059175821314972,0.2180616117309464,0.6313993372349403,0.34251673296616164,0.26768216179603427,0.19938699422558004,0.4397621154233945,0,0
100,0.4152116249679554,0.3082198845731662,0.21710813719373795,0.6341508556024288,0.33771805164809204,0.2684914237986578,0.19900195519530264,0.42980215210384703,0,0
101,0.41551961368481205,0.30848546215586453,0.21743724378913631,0.6350064407180386,0.3375861575762361,0.2690283248090637,0.19837203955304228,0.4323723786897366,0,0
102,0.4169761800085053,0.3061257040060229,0.2168720569224474,0.6386741860812096,0.33423258594955735,0.26934430498874734,0.19945888504690928,0.43194626248657697,0,0
103,0.42152915297870946,0.30503182924827354,0.21802415483624388,0.6405657519873007,0.3396057664480011,0.27029161555719966,0.2003024140074019,0.43609657478676345,0,0
104,0.42059217770228347,0.3036702547371998,0.21832578835197705,0.6356309706293887,0.339416257739366,0.26983734121415165,0.20040499075282464,0.43890679403301763,0,0
105,0.4172309974176132,0.3072175558712207,0.218347507728199,0.6392864000327612,0.3387522109257397,0.27064854684768247,0.20182258990965615,0.4389614756987491,0,0
106,0.42645279009738424,0.31096428562285333,0.21938829757003722,0.6328518053097284,0.3428290779556256,0.2700119216448703,0.20179931110487545,0.44092334011025064,0,0
107,0.42685303819559417,0.3107195865351979,0.21880775538737762,0.6376369715093206,0.3447717816120296,0.2680038491294631,0.20224814568852903,0.4449971897041922,0,0
108,0.42199619853058234,0.31134760511385484,0.21771723323168193,0.632289779053089,0.3451030032600829,0.268751389713111,0.201449739946721,0.44280413886675307,0,0
109,0.41807344193129825,0.31167409350475644,0.2167823749788763,0.6246882470585073,0.34488073432499633,0.26814277537435716,0.2019291606644034,0.44736384695618236,0,0
110,0.4199514267533737,0.3126901548689529,0.2157868378038404,0.6215708441467025,0.3424528427568997,0.2668645900386962,0.2009945389710266,0.4442873951344491,0,0
111,0.419617411816088,0.3133242751807687,0.21598859472685367,0.6177319738404449,0.3468804202193446,0.26535095359424493,0.2007138867535881,0.4465668808356339,0,0
112,0.424920469216608,0.3145801632091936,0.2160260703053685,0.6285113326609666,0.35149159280283676,0.2678186281419527,0.2007689473081909,0.44901835213664887,0,0
113,0.42517744375321687,0.3127187817307565,0.2145728011148843,0.6289974780759586,0.34964758996336504,0.2649855747446971,0.2006312838595508,0.45074306117059154,0,0
114,0.4246910598026945,0.31450544724909824,0.21616681799321888,0.6288823943667328,0.3508225328307373,0.26645284073332304,0.2010286597976255,0.45177653365156506,0,0
115,0.4253950469713894,0.3132693764811779,0.21659641751714087,0.6153144826643201,0.35033247708474613,0.2645811657788969,0.20088957775781402,0.4442420471656339,0,0
116,0.4264951503002418,0.31228597605727404,0.21810870497042317,0.6011277071220948,0.3508932092671322,0.26404437901225264,0.2001197157449424,0.4426467992979145,0,0
117,0.4262642050206419,0.3146411430549222,0.2179731580542793,0.6036813996689023,0.3470071891184202,0.26283722387368963,0.20046573216116592,0.4444570313413516,0,0
118,0.4265520025609952,0.3111976626116203,0.21878533571955205,0.6045561574284982,0.345798970110509,0.2619856534547855,0.20231446536940975,0.4442134686070947,0,0
119,0.42697300398812077,0.3127960787018331,0.22004688875985778,0.6041697933584872,0.3475780651374564,0.26131200487610023,0.20349702212932771,0.44383964462284553,0,0
120,0.4296509447367556,0.31391498079008595,0.2217227960400119,0.5937758315180873,0.349212830271683,0.26315936299436427,0.20522856625790353,0.4373964783189499,0,0
121,0.4231258003595616,0.3098830430311232,0.22191861607356217,0.59305466156414,0.34996733368481414,0.2623139648831248,0.2043343805020717,0.440330717984437,0,0
122,0.42286554189028447,0.31057262040179395,0.22204718963129763,0.5972923151338336,0.3495073208656513,0.26362808295936413,0.20384130431953817,0.44155662248588834,0,0
123,0.4196616225280402,0.3107689016745969,0.2221664994826692,0.5946718600234646,0.3530530500503212,0.25827585494929056,0.20337965958816936,0.4395891192693531,0,0
124,0.41467259852162036,0.31324222505224997,0.22213369115726164,0.5925970649628091,0.3542820859863265,0.2547095321233501,0.20458182494270505,0.4373794492828399,0,0
125,0.41219842709691523,0.31441099101162373,0.22143971322886483,0.6013425474505267,0.35416365081849416,0.25466938748962126,0.2055771582167879,0.4409976212070301,0,0
126,0.4086465594628329,0.31468323821652994,0.22052673228788047,0.588605060489202,0.3502835049346258,0.25427835444348323,0.20487140082135946,0.4360487436782349,0,0
127,0.408987309296344,0.3155333228670637,0.22108701846106513,0.5963021969167819,0.3489639971362476,0.2523142918401118,0.2043610134889293,0.43125522797401655,0,0
128,0.40665326940613405,0.31517667793961585,0.22040277880128697,0.5985537307707598,0.3531404449341179,0.2514735783883383,0.204824027304674,0.43732809434267395,0,0
129,0.40477724738491877,0.3164272104507252,0.21972236825834104,0.6066049852506763,0.3550554456658919,0.24995931983052413,0.20544661038147502,0.44170196388759725,0,0
130,0.4040335457554704,0.3138252203917835,0.21943459417301828,0.5993262833930444,0.3492077046023641,0.24779040221040768,0.20421576168155597,0.4390754967486643,0,0
131,0.40346984541622766,0.3125923147484223,0.21891036982499462,0.5985067577849178,0.34985158879034767,0.2459511399418613,0.20411098477202871,0.4409821513905049,0,0
132,0.4020297781700063,0.31162722929219383,0.21996101060562492,0.6058962401654511,0.34662851465021316,0.24570418356702534,0.20559084461654323,0.444141972732353,0,0
133,0.4063481699678806,0.3125980149125111,0.2188861814413259,0.6030254902767999,0.3432293336246085,0.2459448533291563,0.20553452090771857,0.4318505185325751,0,0
134,0.39997765924558065,0.31186970199862885,0.2176373979579096,0.6008811396806277,0.3449541095244837,0.2476615291668567,0.20554479432531608,0.4297291085247178,0,0
135,0.3983659419885989,0.3121414113626766,0.21784911759039324,0.6068344365286452,0.34203341708040835,0.2433260581343352,0.20559904629829628,0.43339440252963274,0,0
136,0.39720050370733695,0.3099951748585544,0.21876949358540526,0.6169584395382935,0.34171994380067017,0.24386859344404663,0.2051417699194826,0.43583833543365397,0,0
137,0.4029188358135224,0.31141801565465804,0.2203579906376927,0.6211560225370055,0.34480639356561027,0.24600091519879436,0.20597147484237308,0.43871077359454186,0,0
138,0.4066255909486042,0.3117764306787869,0.21945147027671352,0.6201933690049187,0.34896929977660524,0.24396467933411423,0.20554441932279605,0.43923226178989594,0,0
139,0.3998527932414815,0.3063826792201928,0.21901355116146928,0.6025341903890726,0.34639062953310995,0.24350553627008473,0.2039242291019959,0.4419813155199509,0,0
140,0.4032046755208312,0.308225558476926,0.2192558838141779,0.6127796874674981,0.34818521425304627,0.24238229658434882,0.20221123384762657,0.4455758762696548,0,0
141,0.40124630505200587,0.3082438337092277,0.21849406942510968,0.6029527141561559,0.3503353383029756,0.24315124812531172,0.20246502086707896,0.4453554859746645,0,0
142,0.5704644966951313,0.23745563680883428,0.2675018373984096,0.4665034829930904,0.7072941312800809,0.37133893218325276,0.29097873302562216,0.417403651667157,0,0
143,0.567434178963428,0.23962832981856008,0.2654508428925806,0.46168424117079054,0.6882553935939513,0.3629683522608263,0.28575690063112275,0.41143463300786537,0,0
144,0.5554407159157224,0.23707649755051446,0.26525540928967506,0.465728971097435,0.6864842503003965,0.3618325741212121,0.28327039246805813,0.41421770581642825,0,0
145,0.5525274533724147,0.23797359023512046,0.2623717625126976,0.4611048443317398,0.6679387377996656,0.35886873703654315,0.2813312156780184,0.4096919175837641,0,0
146,0.5436469615046493,0.23124767687067826,0.2601551196369422,0.46519278129627006,0.6578465403627246,0.3551503559921526,0.2808221906421198,0.4031379682322581,0,0
147,0.5393934637901563,0.2337285997985485,0.25907066465552503,0.4720860363852449,0.6475366317330509,0.35777110822425995,0.27917942049125716,0.4044108021361029,0,0
148,0.5356561228219098,0.23365452508914678,0.2560319123364177,0.47296767234873094,0.6372076510262549,0.3518666114879802,0.2790372073051928,0.4048011101882806,0,0
149,0.5265971563611127,0.23237971530204268,0.2547057701445215,0.47587497869420636,0.630169062232939,0.35051030211768525,0.2740170221526418,0.40294641625297245,0,0
150,0.5262033853764249,0.23268487073677485,0.25344653577361437,0.48449719747622855,0.6271258091280402,0.34346767911190157,0.27150421048728274,0.4061774600464574,0,0
151,0.5252618697913433,0.23340554228508364,0.24938610684459747,0.48702810122967594,0.623011455912373,0.3412524523858272,0.2696426580139044,0.40584208997388627,0,0
152,0.5205330367806742,0.2319599868271251,0.2494198341748966,0.48557511450864127,0.616558510168773,0.3421331579365641,0.2702163361886336,0.40169938617918594,0,0
153,0.5194693119394305,0.23117260525692773,0.24898881186031147,0.48274099135647053,0.6014252907592694,0.34159802477834333,0.2682873649639291,0.39360026171102963,0,0
154,0.5153059409224391,0.23188061371881186,0.24564676224482443,0.4817934549543062,0.5934185785857039,0.3382643914587177,0.2664341289577672,0.3946205617127518,0,0
155,0.5107651963952267,0.23292979717935322,0.24446152473368288,0.4849087668795347,0.5858149649879556,0.3367132683609842,0.2661401792124532,0.39539225834137276,0,0
156,0.5116848534854972,0.23338520533272167,0.24251532051489572,0.4856222482536879,0.5812467749266093,0.3319277417590581,0.2617748313106229,0.39460285175187526,0,0
157,0.504126461985888,0.23500102773723694,0.24165716782950405,0.4900291087736687,0.5758544142484031,0.3278901397340802,0.25862034426550407,0.3947008887201485,0,0
158,0.5045632655393278,0.23481638617245176,0.2366573604123741,0.4895876163757363,0.5753305894802626,0.3273251230570298,0.25865877329105963,0.4013102475245066,0,0
159,0.4991020641940656,0.23767606502929806,0.2354758154079837,0.4923988551064352,0.577054676695582,0.32580590782815105,0.2583031274472409,0.39892112880407693,0,0
160,0.4986555518282187,0.2396594334499712,0.23450231110970413,0.4994787980992291,0.5665759959410556,0.32162810824374327,0.2577439660752963,0.3934025742250181,0,0
161,0.4888486199710228,0.23737762048539945,0.23328839870250292,0.5001565659621049,0.5556878091601092,0.3191480949400196,0.25398026647075284,0.39399700833782314,0,0
162,0.48675643898248905,0.236989526767449,0.2330468809364181,0.5032057304819076,0.5533500744726665,0.3172199890420561,0.2526562317288975,0.3927999553433349,0,0
163,0.4832452288910162,0.23627531740522828,0.2323593816961977,0.5064789664403644,0.5463642552664296,0.31656128358670155,0.2501869451288987,0.39007624123646173,0,0
164,0.4792427534453525,0.2376334675647696,0.23159391216620814,0.5002600317235714,0.5413403391238834,0.3136505150238803,0.24723566232317165,0.39095855272326746,0,0
165,0.4762464034452332,0.2370539125907511,0.2296720156937229,0.49707537145260244,0.5340674463786803,0.31112299278623085,0.24514574827211588,0.38750096181681937,0,0
166,0.47083475325402285,0.23721387943673627,0.22917596652899866,0.5005276103275993,0.528779834926805,0.30949371489716726,0.24412865629950875,0.38772304883244924,0,0
167,0.4684609205951036,0.23875500542870826,0.22999027723203042,0.5032305681409502,0.5204542687883279,0.3121820009989238,0.2449251021591828,0.38624346430536705,0,0
168,0.47102111139963876,0.24040419615226175,0.23112536956270693,0.5080518244595175,0.5152358787237267,0.31142987572141323,0.24297516531332775,0.38580626536899265,0,0
169,0.46474231923761966,0.23794336154653883,0.23017106880380067,0.5057204364056344,0.5090441529035783,0.3088964128098496,0.23891944745220653,0.38553091976166753,0,0
170,0.45427980261544143,0.23650180989006586,0.22939881222652755,0.4995281254013997,0.49847213484006636,0.3078659399044763,0.23823369669724537,0.3860507662467727,0,0
171,0.4521374782674732,0.23840851240369265,0.2282111871420326,0.4957041208378531,0.49762226479272187,0.3072905733798319,0.23605724652073487,0.38657432286569665,0,0
172,0.4492529883688971,0.2407801890660835,0.22953984354765336,0.4973048737028294,0.4977970250611266,0.3061634996535377,0.2353260474623445,0.3875919141989253,0,0
173,0.44579895925877616,0.24242817405052627,0.22858224216362977,0.4929879287037949,0.49453360673340263,0.30093523493535695,0.23564501059914378,0.38401748847539097,0,0
174,0.4452647877215625,0.24241051273228448,0.22712273227189914,0.49535779178201267,0.4865565660532516,0.2994272432226954,0.23528313083679625,0.3785264365513926,0,0
175,0.44554815962552785,0.2439827468785109,0.22647517989508928,0.5018038623981516,0.48366106821756744,0.2994467222879992,0.232740258059126,0.3820953724768952,0,0
176,0.44965462834118364,0.2458606877482381,0.2255038987373627,0.5054956590750497,0.4845472889269775,0.29969621245603434,0.23314215718899892,0.3859260523638657,0,0
177,0.44840286920067873,0.24783560844173855,0.22517106269590928,0.507808544665871,0.4795499969901467,0.2981904969972492,0.22948888547884022,0.386368448087092,0,0
178,0.44824292125925247,0.24856368470636758,0.22563008637371043,0.5071806515114735,0.4761754817740681,0.29625226293053897,0.22831504899348615,0.38547845609490317,0,0
